1,シューティングゲーム
2,ファーストパーソン・シューティング・ゲーム
3,サード・パーソン・シューティング・ゲーム
4,アクションゲーム
5,アドベンチャーゲーム
6,ロールプレイングゲーム
7,アクションRPG
8,シュミレーションRPG
9,パズルゲーム
10,レースゲーム
11,シュミレーションゲーム
12,ターン制ストラテジーゲーム
13,リアルタイムストラテジーゲーム
14,リズムアクションゲーム
15,スポーツゲーム
16,オープンワールド
17,ボードゲーム
